game_pk,BAT_TEAM,N,HR,venue_name,venue_id
631569,CWS,21,0,Progressive Field,5
631570,CIN,18,0,Progressive Field,5
631570,CLE,19,0,Progressive Field,5
631571,CIN,18,0,Progressive Field,5
631571,CLE,22,2,Progressive Field,5
631572,CHC,30,1,Progressive Field,5
631572,CLE,27,0,Progressive Field,5
631573,CLE,24,2,Progressive Field,5
631573,CWS,24,1,Progressive Field,5
631574,CIN,21,1,Great American Ball Park,2602
631574,PIT,23,0,Great American Ball Park,2602
631575,CIN,19,0,Great American Ball Park,2602
631575,PIT,18,0,Great American Ball Park,2602
631576,CIN,22,4,Great American Ball Park,2602
631576,CWS,20,0,Great American Ball Park,2602
631577,CIN,19,0,Great American Ball Park,2602
631577,CWS,27,5,Great American Ball Park,2602
631578,CIN,19,1,Great American Ball Park,2602
631578,CWS,18,1,Great American Ball Park,2602
631579,CIN,19,3,Great American Ball Park,2602
631579,MIL,19,2,Great American Ball Park,2602
631580,CIN,19,1,Great American Ball Park,2602
631580,MIL,20,1,Great American Ball Park,2602
631581,CHC,17,2,Great American Ball Park,2602
631581,CIN,18,0,Great American Ball Park,2602
631582,CHC,19,4,Great American Ball Park,2602
631582,CIN,29,3,Great American Ball Park,2602
631583,CIN,23,3,Great American Ball Park,2602
631583,MIL,19,0,Great American Ball Park,2602
631584,CHC,22,6,Great American Ball Park,2602
631584,CIN,19,1,Great American Ball Park,2602
631585,CIN,22,1,Great American Ball Park,2602
631585,STL,29,1,Great American Ball Park,2602
631586,CIN,26,1,Great American Ball Park,2602
631586,STL,41,2,Great American Ball Park,2602
631587,CIN,19,1,Great American Ball Park,2602
631587,STL,26,2,Great American Ball Park,2602
631588,CIN,17,2,Great American Ball Park,2602
631588,PIT,11,1,Great American Ball Park,2602
631589,CIN,27,2,Great American Ball Park,2602
631589,DET,15,1,Great American Ball Park,2602
631590,CIN,13,3,Great American Ball Park,2602
631590,PIT,17,2,Great American Ball Park,2602
631591,CIN,19,0,Great American Ball Park,2602
631591,DET,14,2,Great American Ball Park,2602
631592,CHC,23,1,Great American Ball Park,2602
631592,CIN,28,1,Great American Ball Park,2602
631593,CHC,28,3,Great American Ball Park,2602
631593,CIN,23,3,Great American Ball Park,2602
631594,CHC,21,1,Great American Ball Park,2602
631594,CIN,24,3,Great American Ball Park,2602
631595,CHC,21,2,Great American Ball Park,2602
631595,CIN,16,3,Great American Ball Park,2602
631596,CIN,21,2,Great American Ball Park,2602
631596,CLE,16,1,Great American Ball Park,2602
631597,CIN,21,2,Great American Ball Park,2602
631597,CLE,21,1,Great American Ball Park,2602
631598,CIN,25,2,Great American Ball Park,2602
631598,KC,29,1,Great American Ball Park,2602
631599,CIN,22,3,Great American Ball Park,2602
631599,KC,19,1,Great American Ball Park,2602
631600,CIN,28,3,Great American Ball Park,2602
631600,PIT,29,3,Great American Ball Park,2602
631601,CIN,24,3,Great American Ball Park,2602
631601,PIT,19,1,Great American Ball Park,2602
631602,CIN,18,2,PNC Park,31
631602,PIT,17,0,PNC Park,31
631603,CIN,27,3,Great American Ball Park,2602
631603,DET,22,3,Great American Ball Park,2602
631604,CHC,21,2,Wrigley Field,17
631604,STL,28,2,Wrigley Field,17
631605,CHC,31,0,Wrigley Field,17
631605,STL,26,0,Wrigley Field,17
631606,CHC,25,0,Wrigley Field,17
631606,PIT,31,1,Wrigley Field,17
631607,CHC,21,2,Wrigley Field,17
631607,STL,17,0,Wrigley Field,17
631608,CHC,20,3,Wrigley Field,17
631608,KC,31,0,Wrigley Field,17
631609,CHC,19,1,Wrigley Field,17
631609,MIL,19,1,Wrigley Field,17
631610,CHC,19,0,Wrigley Field,17
631610,MIL,19,1,Wrigley Field,17
631611,CHC,27,2,Wrigley Field,17
631611,MIL,36,0,Wrigley Field,17
631612,CHC,14,0,Wrigley Field,17
631612,MIL,28,2,Wrigley Field,17
631613,CHC,16,1,Wrigley Field,17
631613,STL,20,1,Wrigley Field,17
631614,BOS,27,1,Fenway Park,3
631614,TOR,25,2,Fenway Park,3
631615,CHC,17,0,Wrigley Field,17
631615,CIN,21,0,Wrigley Field,17
631616,CHC,20,0,Wrigley Field,17
631616,CIN,16,1,Wrigley Field,17
631617,CHC,21,0,Wrigley Field,17
631617,MIN,25,1,Wrigley Field,17
631618,CHC,26,1,Wrigley Field,17
631618,CLE,27,1,Wrigley Field,17
631619,CHC,25,0,Wrigley Field,17
631619,CLE,25,1,Wrigley Field,17
631620,CHC,18,2,Wrigley Field,17
631620,STL,21,0,Wrigley Field,17
631621,CHC,15,2,Wrigley Field,17
631621,STL,23,1,Wrigley Field,17
631622,CHC,24,3,Wrigley Field,17
631622,PIT,19,1,Wrigley Field,17
631623,BOS,18,3,Fenway Park,3
631623,TOR,28,1,Fenway Park,3
631624,ATL,31,4,Fenway Park,3
631624,BOS,22,1,Fenway Park,3
631625,BOS,33,5,Fenway Park,3
631625,TOR,36,2,Fenway Park,3
631626,BOS,26,4,Fenway Park,3
631626,TOR,32,2,Fenway Park,3
631627,BOS,33,1,Fenway Park,3
631627,NYY,30,1,Fenway Park,3
631628,BOS,23,0,Fenway Park,3
631628,NYY,28,1,Fenway Park,3
631629,CHC,21,0,Wrigley Field,17
631629,MIN,17,0,Wrigley Field,17
631630,BOS,19,3,Fenway Park,3
631630,TOR,19,2,Fenway Park,3
631631,BOS,30,1,Fenway Park,3
631631,TB,32,0,Fenway Park,3
631632,CHC,23,0,Wrigley Field,17
631632,MIN,23,3,Wrigley Field,17
631633,CHC,29,0,Wrigley Field,17
631633,CWS,28,6,Wrigley Field,17
631634,CHC,25,0,Wrigley Field,17
631634,CIN,25,0,Wrigley Field,17
631635,BOS,34,4,Fenway Park,3
631635,NYY,18,1,Fenway Park,3
631636,BAL,25,1,Fenway Park,3
631636,BOS,30,1,Fenway Park,3
631637,BAL,22,1,Fenway Park,3
631637,BOS,25,0,Fenway Park,3
631638,CHC,23,0,Wrigley Field,17
631638,CWS,30,5,Wrigley Field,17
631639,CHC,22,1,Wrigley Field,17
631639,CWS,20,1,Wrigley Field,17
631640,BAL,41,3,Fenway Park,3
631640,BOS,23,0,Fenway Park,3
631641,CHC,21,2,Wrigley Field,17
631641,MIL,21,0,Wrigley Field,17
631642,CHC,21,1,Wrigley Field,17
631642,MIL,27,2,Wrigley Field,17
631643,CHC,23,3,Wrigley Field,17
631643,MIL,21,0,Wrigley Field,17
631644,CHC,27,1,Wrigley Field,17
631644,STL,14,1,Wrigley Field,17
631645,CHC,19,1,Wrigley Field,17
631645,KC,25,0,Wrigley Field,17
631646,BOS,23,0,Fenway Park,3
631646,TB,27,1,Fenway Park,3
631647,CHC,26,1,Wrigley Field,17
631647,PIT,25,2,Wrigley Field,17
631648,BOS,28,1,Fenway Park,3
631648,TB,32,4,Fenway Park,3
631649,BOS,23,1,Fenway Park,3
631649,TOR,24,2,Fenway Park,3
631650,BOS,28,0,Fenway Park,3
631650,TB,35,4,Fenway Park,3
631651,BOS,22,0,Fenway Park,3
631651,PHI,34,4,Fenway Park,3
631652,BOS,21,1,Fenway Park,3
631652,PHI,19,0,Fenway Park,3
631653,BOS,23,0,Fenway Park,3
631653,WSH,38,3,Fenway Park,3
631654,BOS,25,2,Fenway Park,3
631654,WSH,26,0,Fenway Park,3
631655,BOS,32,4,Fenway Park,3
631655,WSH,30,2,Fenway Park,3
631656,ATL,25,1,Fenway Park,3
631656,BOS,23,0,Fenway Park,3
631657,ATL,34,3,Fenway Park,3
631657,BOS,24,0,Fenway Park,3
631658,BOS,23,0,Fenway Park,3
631658,TOR,27,0,Fenway Park,3
631659,ATL,21,0,Oriole Park at Camden Yards,2
631659,BAL,23,0,Oriole Park at Camden Yards,2
631660,BAL,18,0,Oriole Park at Camden Yards,2
631660,TB,17,0,Oriole Park at Camden Yards,2
631661,BAL,18,1,Oriole Park at Camden Yards,2
631661,TB,23,0,Oriole Park at Camden Yards,2
631662,BAL,23,0,Oriole Park at Camden Yards,2
631662,TB,26,2,Oriole Park at Camden Yards,2
631663,BOS,28,0,Fenway Park,3
631663,NYM,28,1,Fenway Park,3
631664,BAL,23,1,Fenway Park,3
631664,BOS,31,0,Fenway Park,3
631665,BAL,25,3,Oriole Park at Camden Yards,2
631665,BOS,30,3,Oriole Park at Camden Yards,2
631666,BAL,32,0,Fenway Park,3
631666,BOS,26,1,Fenway Park,3
631667,BAL,27,2,Oriole Park at Camden Yards,2
631667,BOS,30,1,Oriole Park at Camden Yards,2
631668,BAL,31,2,Fenway Park,3
631668,BOS,28,2,Fenway Park,3
631669,BOS,29,2,Fenway Park,3
631669,NYM,26,3,Fenway Park,3
631670,BAL,24,0,Oriole Park at Camden Yards,2
631670,BOS,26,2,Oriole Park at Camden Yards,2
631671,BAL,34,3,Oriole Park at Camden Yards,2
631671,NYM,29,2,Oriole Park at Camden Yards,2
631672,BAL,20,0,Oriole Park at Camden Yards,2
631672,TB,16,1,Oriole Park at Camden Yards,2
631673,BAL,30,0,Oriole Park at Camden Yards,2
631673,NYM,38,2,Oriole Park at Camden Yards,2
631674,BAL,27,3,Oriole Park at Camden Yards,2
631674,NYY,28,1,Oriole Park at Camden Yards,2
631675,BAL,18,2,Oriole Park at Camden Yards,2
631675,NYY,20,1,Oriole Park at Camden Yards,2
631676,BAL,23,1,Oriole Park at Camden Yards,2
631676,NYY,23,0,Oriole Park at Camden Yards,2
631677,ATL,25,1,Oriole Park at Camden Yards,2
631677,BAL,29,4,Oriole Park at Camden Yards,2
631678,BAL,24,0,Oriole Park at Camden Yards,2
631678,TOR,30,2,Oriole Park at Camden Yards,2
631679,BAL,20,3,Oriole Park at Camden Yards,2
631679,WSH,25,0,Oriole Park at Camden Yards,2
631680,ATL,33,1,Oriole Park at Camden Yards,2
631680,BAL,21,0,Oriole Park at Camden Yards,2
631681,BAL,30,3,Oriole Park at Camden Yards,2
631681,TOR,27,2,Oriole Park at Camden Yards,2
631682,BAL,28,0,Oriole Park at Camden Yards,2
631682,TOR,29,2,Oriole Park at Camden Yards,2
631683,BAL,32,1,Oriole Park at Camden Yards,2
631683,WSH,42,1,Oriole Park at Camden Yards,2
631684,BAL,22,1,Oriole Park at Camden Yards,2
631684,BOS,30,2,Oriole Park at Camden Yards,2
631685,ATL,20,0,Truist Park,4705
631685,MIA,28,1,Truist Park,4705
